time,data_type,value
2025-04-18T00:00:00+00:00,hr,57
2025-04-18T00:01:00+00:00,hr,57
2025-04-18T00:02:00+00:00,hr,54
2025-04-18T00:03:00+00:00,hr,56
2025-04-18T00:04:00+00:00,hr,57
2025-04-18T00:05:00+00:00,hr,56
2025-04-18T00:06:00+00:00,hr,57
2025-04-18T00:07:00+00:00,hr,58
2025-04-18T00:08:00+00:00,hr,62
2025-04-18T00:09:00+00:00,hr,60
2025-04-18T00:10:00+00:00,hr,57
2025-04-18T00:11:00+00:00,hr,54
2025-04-18T00:12:00+00:00,hr,56
2025-04-18T00:13:00+00:00,hr,60
2025-04-18T00:14:00+00:00,hr,59
2025-04-18T00:15:00+00:00,hr,60
2025-04-18T00:16:00+00:00,hr,59
2025-04-18T00:17:00+00:00,hr,58
2025-04-18T00:18:00+00:00,hr,59
2025-04-18T00:19:00+00:00,hr,61
2025-04-18T00:20:00+00:00,hr,60
2025-04-18T00:21:00+00:00,hr,59
2025-04-18T00:22:00+00:00,hr,61
2025-04-18T00:23:00+00:00,hr,59
2025-04-18T00:24:00+00:00,hr,60
2025-04-18T00:25:00+00:00,hr,56
2025-04-18T00:26:00+00:00,hr,58
2025-04-18T00:27:00+00:00,hr,58
2025-04-18T00:28:00+00:00,hr,61
2025-04-18T00:29:00+00:00,hr,61
2025-04-18T00:30:00+00:00,hr,57
2025-04-18T00:31:00+00:00,hr,57
2025-04-18T00:32:00+00:00,hr,55
2025-04-18T00:33:00+00:00,hr,50
2025-04-18T00:34:00+00:00,hr,51
2025-04-18T00:35:00+00:00,hr,52
2025-04-18T00:36:00+00:00,hr,51
2025-04-18T00:37:00+00:00,hr,50
2025-04-18T00:38:00+00:00,hr,50
2025-04-18T00:39:00+00:00,hr,52
2025-04-18T00:40:00+00:00,hr,49
2025-04-18T00:41:00+00:00,hr,51
2025-04-18T00:42:00+00:00,hr,50
2025-04-18T00:43:00+00:00,hr,51
2025-04-18T00:44:00+00:00,hr,50
2025-04-18T00:45:00+00:00,hr,51
2025-04-18T00:46:00+00:00,hr,50
2025-04-18T00:47:00+00:00,hr,49
2025-04-18T00:48:00+00:00,hr,49
2025-04-18T00:49:00+00:00,hr,50
2025-04-18T00:50:00+00:00,hr,49
2025-04-18T00:51:00+00:00,hr,51
2025-04-18T00:52:00+00:00,hr,50
2025-04-18T00:53:00+00:00,hr,50
2025-04-18T00:54:00+00:00,hr,48
2025-04-18T00:55:00+00:00,hr,49
2025-04-18T00:56:00+00:00,hr,49
2025-04-18T00:57:00+00:00,hr,49
2025-04-18T00:58:00+00:00,hr,49
2025-04-18T00:59:00+00:00,hr,48
2025-04-18T01:00:00+00:00,hr,49
2025-04-18T01:01:00+00:00,hr,49
2025-04-18T01:02:00+00:00,hr,49
2025-04-18T01:03:00+00:00,hr,49
2025-04-18T01:04:00+00:00,hr,49
2025-04-18T01:05:00+00:00,hr,57
2025-04-18T01:06:00+00:00,hr,59
2025-04-18T01:07:00+00:00,hr,53
2025-04-18T01:08:00+00:00,hr,53
2025-04-18T01:09:00+00:00,hr,51
2025-04-18T01:10:00+00:00,hr,53
2025-04-18T01:11:00+00:00,hr,52
2025-04-18T01:12:00+00:00,hr,50
2025-04-18T01:13:00+00:00,hr,51
2025-04-18T01:14:00+00:00,hr,52
2025-04-18T01:15:00+00:00,hr,52
2025-04-18T01:16:00+00:00,hr,53
2025-04-18T01:17:00+00:00,hr,52
2025-04-18T01:18:00+00:00,hr,50
2025-04-18T01:19:00+00:00,hr,53
2025-04-18T01:20:00+00:00,hr,52
2025-04-18T01:21:00+00:00,hr,51
2025-04-18T01:22:00+00:00,hr,55
2025-04-18T01:23:00+00:00,hr,53
2025-04-18T01:24:00+00:00,hr,55
2025-04-18T01:25:00+00:00,hr,53
2025-04-18T01:26:00+00:00,hr,54
2025-04-18T01:27:00+00:00,hr,58
2025-04-18T01:28:00+00:00,hr,52
2025-04-18T01:29:00+00:00,hr,51
2025-04-18T01:30:00+00:00,hr,52
2025-04-18T01:31:00+00:00,hr,51
2025-04-18T01:32:00+00:00,hr,49
2025-04-18T01:33:00+00:00,hr,49
2025-04-18T01:34:00+00:00,hr,49
2025-04-18T01:35:00+00:00,hr,49
2025-04-18T01:36:00+00:00,hr,48
2025-04-18T01:37:00+00:00,hr,49
2025-04-18T01:38:00+00:00,hr,49
2025-04-18T01:39:00+00:00,hr,47
2025-04-18T01:40:00+00:00,hr,48
2025-04-18T01:41:00+00:00,hr,47
2025-04-18T01:42:00+00:00,hr,48
2025-04-18T01:43:00+00:00,hr,49
2025-04-18T01:44:00+00:00,hr,48
2025-04-18T01:45:00+00:00,hr,48
2025-04-18T01:46:00+00:00,hr,47
2025-04-18T01:47:00+00:00,hr,48
2025-04-18T01:48:00+00:00,hr,48
2025-04-18T01:49:00+00:00,hr,48
2025-04-18T01:50:00+00:00,hr,49
2025-04-18T01:51:00+00:00,hr,48
2025-04-18T01:52:00+00:00,hr,48
2025-04-18T01:53:00+00:00,hr,49
2025-04-18T01:54:00+00:00,hr,49
2025-04-18T01:55:00+00:00,hr,48
2025-04-18T01:56:00+00:00,hr,49
2025-04-18T01:57:00+00:00,hr,49
2025-04-18T01:58:00+00:00,hr,48
2025-04-18T01:59:00+00:00,hr,47
2025-04-18T02:00:00+00:00,hr,47
2025-04-18T02:01:00+00:00,hr,48
2025-04-18T02:02:00+00:00,hr,48
2025-04-18T02:03:00+00:00,hr,48
2025-04-18T02:04:00+00:00,hr,47
2025-04-18T02:05:00+00:00,hr,48
2025-04-18T02:06:00+00:00,hr,48
2025-04-18T02:07:00+00:00,hr,48
2025-04-18T02:08:00+00:00,hr,49
2025-04-18T02:09:00+00:00,hr,48
2025-04-18T02:10:00+00:00,hr,48
