time,data_type,value
2025-04-09T00:00:00+00:00,vo2,27-31
2025-04-09T07:31:00+00:00,hr,79
2025-04-09T07:32:00+00:00,hr,79
2025-04-09T07:33:00+00:00,hr,84
2025-04-09T07:34:00+00:00,hr,84
2025-04-09T07:35:00+00:00,hr,84
2025-04-09T07:36:00+00:00,hr,83
2025-04-09T07:37:00+00:00,hr,83
2025-04-09T07:38:00+00:00,hr,82
2025-04-09T07:39:00+00:00,hr,78
2025-04-09T07:40:00+00:00,hr,78
2025-04-09T07:41:00+00:00,hr,78
2025-04-09T07:42:00+00:00,hr,78
2025-04-09T07:43:00+00:00,hr,78
2025-04-09T07:44:00+00:00,hr,79
2025-04-09T07:45:00+00:00,hr,77
2025-04-09T07:46:00+00:00,hr,78
2025-04-09T07:47:00+00:00,hr,78
2025-04-09T07:48:00+00:00,hr,80
2025-04-09T07:49:00+00:00,hr,77
2025-04-09T07:50:00+00:00,hr,77
2025-04-09T07:51:00+00:00,hr,81
2025-04-09T07:52:00+00:00,hr,79
2025-04-09T07:53:00+00:00,hr,77
2025-04-09T07:54:00+00:00,hr,78
2025-04-09T07:55:00+00:00,hr,81
2025-04-09T07:56:00+00:00,hr,81
2025-04-09T07:57:00+00:00,hr,81
2025-04-09T07:58:00+00:00,hr,80
2025-04-09T07:59:00+00:00,hr,80
2025-04-09T08:00:00+00:00,hr,83
2025-04-09T08:01:00+00:00,hr,81
2025-04-09T08:02:00+00:00,hr,81
2025-04-09T08:03:00+00:00,hr,80
2025-04-09T08:04:00+00:00,hr,80
2025-04-09T08:05:00+00:00,hr,81
2025-04-09T08:06:00+00:00,hr,81
2025-04-09T08:07:00+00:00,hr,80
2025-04-09T08:08:00+00:00,hr,79
2025-04-09T08:09:00+00:00,hr,80
2025-04-09T08:10:00+00:00,hr,80
2025-04-09T08:11:00+00:00,hr,81
2025-04-09T08:12:00+00:00,hr,79
2025-04-09T08:13:00+00:00,hr,78
2025-04-09T08:14:00+00:00,hr,80
2025-04-09T08:15:00+00:00,hr,80
2025-04-09T08:16:00+00:00,hr,79
2025-04-09T08:17:00+00:00,hr,78
2025-04-09T08:18:00+00:00,hr,77
2025-04-09T08:19:00+00:00,hr,76
2025-04-09T08:20:00+00:00,hr,76
2025-04-09T08:21:00+00:00,hr,76
2025-04-09T08:22:00+00:00,hr,78
2025-04-09T08:23:00+00:00,hr,80
2025-04-09T08:24:00+00:00,hr,79
2025-04-09T08:24:00+00:00,steps,7
2025-04-09T08:25:00+00:00,hr,84
2025-04-09T08:26:00+00:00,hr,82
2025-04-09T08:27:00+00:00,hr,81
2025-04-09T08:28:00+00:00,hr,80
2025-04-09T08:29:00+00:00,hr,79
2025-04-09T08:30:00+00:00,hr,81
2025-04-09T08:31:00+00:00,hr,82
