time,data_type,value
2024-07-15T00:00:00+00:00,vo2,33-37
2024-07-15T11:19:00+00:00,hr,70
2024-07-15T11:20:00+00:00,hr,72
2024-07-15T11:26:00+00:00,hr,74
2024-07-15T11:27:00+00:00,hr,72
2024-07-15T11:28:00+00:00,hr,95
2024-07-15T11:29:00+00:00,hr,98
2024-07-15T11:30:00+00:00,hr,99
2024-07-15T11:37:00+00:00,hr,89
2024-07-15T11:38:00+00:00,hr,100
2024-07-15T11:39:00+00:00,hr,100
2024-07-15T11:40:00+00:00,hr,103
2024-07-15T11:40:00+00:00,steps,9
2024-07-15T11:41:00+00:00,hr,98
2024-07-15T11:42:00+00:00,hr,96
2024-07-15T11:43:00+00:00,hr,96
2024-07-15T11:44:00+00:00,hr,98
2024-07-15T11:45:00+00:00,hr,104
2024-07-15T11:45:00+00:00,steps,63
2024-07-15T11:46:00+00:00,hr,105
2024-07-15T11:46:00+00:00,steps,55
2024-07-15T11:47:00+00:00,hr,105
2024-07-15T11:47:00+00:00,steps,92
2024-07-15T11:48:00+00:00,hr,106
2024-07-15T11:48:00+00:00,steps,97
2024-07-15T11:49:00+00:00,hr,104
2024-07-15T11:49:00+00:00,steps,83
2024-07-15T11:50:00+00:00,hr,100
2024-07-15T11:50:00+00:00,steps,7
2024-07-15T11:51:00+00:00,hr,99
2024-07-15T11:52:00+00:00,hr,101
2024-07-15T11:53:00+00:00,hr,102
2024-07-15T11:54:00+00:00,hr,106
2024-07-15T11:55:00+00:00,hr,108
2024-07-15T11:56:00+00:00,hr,108
2024-07-15T11:56:00+00:00,steps,8
2024-07-15T11:57:00+00:00,hr,109
2024-07-15T11:58:00+00:00,hr,106
2024-07-15T11:59:00+00:00,hr,106
2024-07-15T11:59:00+00:00,steps,15
2024-07-15T12:00:00+00:00,hr,105
2024-07-15T12:00:00+00:00,steps,37
2024-07-15T12:01:00+00:00,hr,111
2024-07-15T12:01:00+00:00,steps,66
2024-07-15T12:02:00+00:00,hr,109
2024-07-15T12:02:00+00:00,steps,33
2024-07-15T12:03:00+00:00,hr,110
2024-07-15T12:03:00+00:00,steps,24
2024-07-15T12:04:00+00:00,hr,110
2024-07-15T12:05:00+00:00,hr,111
2024-07-15T12:06:00+00:00,hr,109
2024-07-15T12:06:00+00:00,steps,56
2024-07-15T12:07:00+00:00,hr,116
2024-07-15T12:07:00+00:00,steps,52
2024-07-15T12:08:00+00:00,hr,111
2024-07-15T12:08:00+00:00,steps,18
2024-07-15T12:09:00+00:00,hr,105
2024-07-15T12:09:00+00:00,steps,24
2024-07-15T12:10:00+00:00,hr,108
2024-07-15T12:10:00+00:00,steps,51
2024-07-15T12:11:00+00:00,hr,102
2024-07-15T12:11:00+00:00,steps,19
2024-07-15T12:12:00+00:00,hr,94
2024-07-15T12:13:00+00:00,hr,87
2024-07-15T12:14:00+00:00,hr,90
2024-07-15T12:15:00+00:00,hr,90
2024-07-15T12:16:00+00:00,hr,89
2024-07-15T12:17:00+00:00,hr,90
2024-07-15T12:18:00+00:00,hr,90
2024-07-15T12:19:00+00:00,hr,90
2024-07-15T12:20:00+00:00,hr,89
2024-07-15T12:21:00+00:00,hr,93
2024-07-15T12:21:00+00:00,steps,7
2024-07-15T12:22:00+00:00,hr,96
2024-07-15T12:23:00+00:00,hr,96
2024-07-15T12:24:00+00:00,hr,94
2024-07-15T12:25:00+00:00,hr,96
2024-07-15T12:26:00+00:00,hr,95
2024-07-15T12:27:00+00:00,hr,96
2024-07-15T12:28:00+00:00,hr,92
2024-07-15T12:29:00+00:00,hr,95
2024-07-15T12:30:00+00:00,hr,97
2024-07-15T12:31:00+00:00,hr,98
2024-07-15T12:32:00+00:00,hr,98
2024-07-15T12:33:00+00:00,hr,93
2024-07-15T12:34:00+00:00,hr,92
2024-07-15T12:35:00+00:00,hr,97
2024-07-15T12:36:00+00:00,hr,92
2024-07-15T12:37:00+00:00,hr,88
2024-07-15T12:38:00+00:00,hr,93
2024-07-15T12:39:00+00:00,hr,92
2024-07-15T12:40:00+00:00,hr,91
2024-07-15T12:41:00+00:00,hr,92
2024-07-15T12:42:00+00:00,hr,88
2024-07-15T12:43:00+00:00,hr,94
2024-07-15T12:44:00+00:00,hr,97
2024-07-15T12:45:00+00:00,hr,97
2024-07-15T12:46:00+00:00,hr,94
2024-07-15T12:47:00+00:00,hr,95
2024-07-15T12:48:00+00:00,hr,93
2024-07-15T12:49:00+00:00,hr,96
2024-07-15T12:50:00+00:00,hr,96
2024-07-15T12:51:00+00:00,hr,94
2024-07-15T12:52:00+00:00,hr,90
2024-07-15T12:53:00+00:00,hr,95
2024-07-15T12:53:00+00:00,steps,19
2024-07-15T12:54:00+00:00,hr,94
2024-07-15T12:55:00+00:00,hr,90
2024-07-15T12:56:00+00:00,hr,91
2024-07-15T12:57:00+00:00,hr,94
2024-07-15T12:58:00+00:00,hr,94
2024-07-15T12:59:00+00:00,hr,95
2024-07-15T13:00:00+00:00,hr,94
2024-07-15T13:01:00+00:00,hr,97
2024-07-15T13:02:00+00:00,hr,95
2024-07-15T13:03:00+00:00,hr,94
2024-07-15T13:04:00+00:00,hr,94
2024-07-15T13:05:00+00:00,hr,89
2024-07-15T13:06:00+00:00,hr,91
2024-07-15T13:07:00+00:00,hr,95
2024-07-15T13:08:00+00:00,hr,86
2024-07-15T13:09:00+00:00,hr,92
2024-07-15T13:10:00+00:00,hr,96
2024-07-15T13:11:00+00:00,hr,89
2024-07-15T13:12:00+00:00,hr,89
2024-07-15T13:13:00+00:00,hr,88
2024-07-15T13:14:00+00:00,hr,88
2024-07-15T13:15:00+00:00,hr,95
2024-07-15T13:16:00+00:00,hr,101
2024-07-15T13:17:00+00:00,hr,96
2024-07-15T13:18:00+00:00,hr,100
2024-07-15T13:19:00+00:00,hr,95
2024-07-15T13:20:00+00:00,hr,97
2024-07-15T13:20:00+00:00,steps,4
2024-07-15T13:21:00+00:00,hr,96
2024-07-15T13:22:00+00:00,hr,93
2024-07-15T13:23:00+00:00,hr,98
2024-07-15T13:23:00+00:00,steps,22
2024-07-15T13:24:00+00:00,hr,99
2024-07-15T13:24:00+00:00,steps,40
2024-07-15T13:25:00+00:00,hr,102
2024-07-15T13:25:00+00:00,steps,25
2024-07-15T13:26:00+00:00,hr,87
2024-07-15T13:27:00+00:00,hr,85
2024-07-15T13:28:00+00:00,hr,80
2024-07-15T13:29:00+00:00,hr,85
2024-07-15T13:30:00+00:00,hr,81
2024-07-15T13:31:00+00:00,hr,86
2024-07-15T13:32:00+00:00,hr,91
2024-07-15T13:32:00+00:00,steps,14
2024-07-15T13:33:00+00:00,hr,96
2024-07-15T13:33:00+00:00,steps,10
2024-07-15T13:34:00+00:00,hr,95
2024-07-15T13:34:00+00:00,steps,1
2024-07-15T13:35:00+00:00,hr,94
2024-07-15T13:36:00+00:00,hr,92
2024-07-15T13:37:00+00:00,hr,91
2024-07-15T13:38:00+00:00,hr,92
2024-07-15T13:39:00+00:00,hr,89
2024-07-15T13:40:00+00:00,hr,89
2024-07-15T13:41:00+00:00,hr,82
2024-07-15T13:42:00+00:00,hr,89
2024-07-15T13:43:00+00:00,hr,91
2024-07-15T13:44:00+00:00,hr,88
2024-07-15T13:45:00+00:00,hr,88
2024-07-15T13:46:00+00:00,hr,83
2024-07-15T13:47:00+00:00,hr,78
2024-07-15T13:48:00+00:00,hr,81
2024-07-15T13:49:00+00:00,hr,79
2024-07-15T13:50:00+00:00,hr,85
2024-07-15T13:51:00+00:00,hr,86
2024-07-15T13:52:00+00:00,hr,85
2024-07-15T13:53:00+00:00,hr,82
2024-07-15T13:54:00+00:00,hr,87
2024-07-15T13:55:00+00:00,hr,104
2024-07-15T13:56:00+00:00,hr,88
2024-07-15T13:57:00+00:00,hr,85
2024-07-15T13:58:00+00:00,hr,93
2024-07-15T13:59:00+00:00,hr,92
2024-07-15T14:00:00+00:00,hr,95
2024-07-15T14:01:00+00:00,hr,89
2024-07-15T14:02:00+00:00,hr,87
