time,data_type,value
2024-03-01T00:00:00+00:00,hr,61
2024-03-01T00:00:00+00:00,sleep,"Duration: 18300000, efficiency: 97, start_time: 2024-03-01T01:04:00.000, minutes_asleep: 295, minutes_awake: 10, efficiency: 97"
2024-03-01T00:00:00+00:00,br,"Deep: -1, rem: -1, full: 0, light: -1"
2024-03-01T00:01:00+00:00,hr,55
2024-03-01T00:02:00+00:00,hr,56
2024-03-01T00:03:00+00:00,hr,54
2024-03-01T00:04:00+00:00,hr,54
2024-03-01T00:05:00+00:00,hr,57
2024-03-01T00:06:00+00:00,hr,59
2024-03-01T00:07:00+00:00,hr,53
2024-03-01T00:08:00+00:00,hr,51
2024-03-01T00:09:00+00:00,hr,51
2024-03-01T00:10:00+00:00,hr,51
2024-03-01T00:11:00+00:00,hr,50
2024-03-01T00:12:00+00:00,hr,50
2024-03-01T00:13:00+00:00,hr,49
2024-03-01T00:14:00+00:00,hr,49
2024-03-01T00:15:00+00:00,hr,50
2024-03-01T00:16:00+00:00,hr,51
2024-03-01T00:17:00+00:00,hr,50
2024-03-01T00:18:00+00:00,hr,49
2024-03-01T00:19:00+00:00,hr,52
2024-03-01T00:20:00+00:00,hr,52
2024-03-01T00:21:00+00:00,hr,49
2024-03-01T00:22:00+00:00,hr,49
2024-03-01T00:23:00+00:00,hr,46
2024-03-01T00:24:00+00:00,hr,47
2024-03-01T00:25:00+00:00,hr,49
2024-03-01T00:26:00+00:00,hr,48
2024-03-01T00:27:00+00:00,hr,49
2024-03-01T00:28:00+00:00,hr,50
2024-03-01T00:29:00+00:00,hr,53
2024-03-01T00:30:00+00:00,hr,48
2024-03-01T00:31:00+00:00,hr,51
2024-03-01T00:32:00+00:00,hr,55
2024-03-01T00:33:00+00:00,hr,64
2024-03-01T00:34:00+00:00,hr,57
2024-03-01T00:35:00+00:00,hr,47
2024-03-01T00:36:00+00:00,hr,49
2024-03-01T00:37:00+00:00,hr,51
2024-03-01T00:38:00+00:00,hr,47
2024-03-01T00:39:00+00:00,hr,50
2024-03-01T00:40:00+00:00,hr,47
2024-03-01T00:41:00+00:00,hr,47
2024-03-01T00:42:00+00:00,hr,46
2024-03-01T00:43:00+00:00,hr,47
2024-03-01T00:44:00+00:00,hr,45
2024-03-01T00:45:00+00:00,hr,46
2024-03-01T00:46:00+00:00,hr,49
2024-03-01T00:47:00+00:00,hr,48
2024-03-01T00:48:00+00:00,hr,47
2024-03-01T00:49:00+00:00,hr,46
2024-03-01T00:50:00+00:00,hr,47
2024-03-01T00:51:00+00:00,hr,47
2024-03-01T00:52:00+00:00,hr,48
2024-03-01T00:53:00+00:00,hr,46
2024-03-01T00:54:00+00:00,hr,57
2024-03-01T00:55:00+00:00,hr,48
2024-03-01T00:56:00+00:00,hr,47
2024-03-01T00:57:00+00:00,hr,58
2024-03-01T00:58:00+00:00,hr,59
2024-03-01T00:59:00+00:00,hr,50
2024-03-01T01:00:00+00:00,hr,51
2024-03-01T01:00:00+00:00,steps,15
2024-03-01T01:01:00+00:00,hr,52
2024-03-01T01:02:00+00:00,hr,50
2024-03-01T01:03:00+00:00,hr,49
2024-03-01T01:04:00+00:00,hr,49
2024-03-01T01:05:00+00:00,hrv,"RMSSD: 78.985, coverage: 0.824, hf: 1047.453 lf: 2464.547"
2024-03-01T01:05:00+00:00,hr,52
2024-03-01T01:06:00+00:00,hr,48
2024-03-01T01:07:00+00:00,hr,48
2024-03-01T01:08:00+00:00,hr,49
2024-03-01T01:09:00+00:00,hr,53
2024-03-01T01:10:00+00:00,hr,52
2024-03-01T01:11:00+00:00,hr,47
2024-03-01T01:12:00+00:00,hr,49
2024-03-01T01:13:00+00:00,hr,54
2024-03-01T01:14:00+00:00,hr,56
2024-03-01T01:15:00+00:00,hr,56
2024-03-01T01:16:00+00:00,hr,54
2024-03-01T01:17:00+00:00,hr,55
2024-03-01T01:18:00+00:00,hr,52
2024-03-01T01:19:00+00:00,hr,50
2024-03-01T01:20:00+00:00,hr,60
2024-03-01T01:21:00+00:00,hr,62
2024-03-01T01:22:00+00:00,hr,70
2024-03-01T01:23:00+00:00,hr,73
2024-03-01T01:24:00+00:00,hr,96
2024-03-01T01:25:00+00:00,hr,96
2024-03-01T01:26:00+00:00,hr,97
2024-03-01T01:27:00+00:00,hr,98
2024-03-01T01:28:00+00:00,hr,99
2024-03-01T01:29:00+00:00,hr,96
2024-03-01T01:30:00+00:00,hr,97
2024-03-01T01:31:00+00:00,hr,98
2024-03-01T01:32:00+00:00,hr,98
2024-03-01T01:33:00+00:00,hr,97
2024-03-01T01:34:00+00:00,hr,82
2024-03-01T01:35:00+00:00,hr,66
2024-03-01T01:36:00+00:00,hr,54
2024-03-01T01:37:00+00:00,hr,47
2024-03-01T01:38:00+00:00,hr,48
2024-03-01T01:39:00+00:00,hr,48
2024-03-01T01:40:00+00:00,hr,47
2024-03-01T01:41:00+00:00,hr,49
2024-03-01T01:42:00+00:00,hr,48
2024-03-01T01:43:00+00:00,hr,47
2024-03-01T01:44:00+00:00,hr,48
2024-03-01T01:45:00+00:00,hr,47
2024-03-01T01:46:00+00:00,hr,48
2024-03-01T01:47:00+00:00,hr,50
2024-03-01T01:48:00+00:00,hr,52
2024-03-01T01:49:00+00:00,hr,50
2024-03-01T01:50:00+00:00,hr,50
2024-03-01T01:51:00+00:00,hr,50
2024-03-01T01:52:00+00:00,hr,51
2024-03-01T01:53:00+00:00,hr,54
2024-03-01T01:54:00+00:00,hr,55
2024-03-01T01:55:00+00:00,hr,52
2024-03-01T01:56:00+00:00,hr,53
2024-03-01T01:57:00+00:00,hr,51
2024-03-01T01:58:00+00:00,hr,51
2024-03-01T01:59:00+00:00,hr,57
2024-03-01T02:00:00+00:00,hr,60
2024-03-01T02:01:00+00:00,hr,60
2024-03-01T02:02:00+00:00,hr,61
2024-03-01T02:03:00+00:00,hr,59
2024-03-01T02:04:00+00:00,hr,59
2024-03-01T02:05:00+00:00,hr,61
2024-03-01T02:06:00+00:00,hr,62
2024-03-01T02:07:00+00:00,hr,62
2024-03-01T02:08:00+00:00,hr,61
2024-03-01T02:09:00+00:00,hr,56
2024-03-01T02:10:00+00:00,hr,65
2024-03-01T02:11:00+00:00,hr,52
2024-03-01T02:12:00+00:00,hr,50
2024-03-01T02:13:00+00:00,hr,48
2024-03-01T02:14:00+00:00,hr,52
2024-03-01T02:15:00+00:00,hrv,"RMSSD: 78.926, coverage: 0.801, hf: 956.334 lf: 6303.352"
2024-03-01T02:15:00+00:00,hr,51
2024-03-01T02:16:00+00:00,hr,49
2024-03-01T02:17:00+00:00,hr,54
2024-03-01T02:18:00+00:00,hr,55
2024-03-01T02:19:00+00:00,hr,53
2024-03-01T02:19:34+00:00,spo2,95.5
2024-03-01T02:20:00+00:00,hr,49
2024-03-01T02:20:00+00:00,hrv,"RMSSD: 94.428, coverage: 0.99, hf: 1557.848 lf: 20079.23"
2024-03-01T02:20:34+00:00,spo2,95.3
2024-03-01T02:21:00+00:00,hr,49
2024-03-01T02:21:34+00:00,spo2,94.9
2024-03-01T02:22:00+00:00,hr,49
2024-03-01T02:22:34+00:00,spo2,94.6
2024-03-01T02:23:00+00:00,hr,49
2024-03-01T02:23:34+00:00,spo2,94.1
2024-03-01T02:24:00+00:00,hr,50
2024-03-01T02:24:34+00:00,spo2,94
2024-03-01T02:25:00+00:00,hrv,"RMSSD: 87.196, coverage: 1.001, hf: 1450.935 lf: 17977.581"
2024-03-01T02:25:00+00:00,hr,47
2024-03-01T02:25:34+00:00,spo2,94.2
2024-03-01T02:26:00+00:00,hr,50
2024-03-01T02:26:34+00:00,spo2,94.1
2024-03-01T02:27:00+00:00,hr,50
2024-03-01T02:27:34+00:00,spo2,93.9
2024-03-01T02:28:00+00:00,hr,49
2024-03-01T02:28:34+00:00,spo2,94
2024-03-01T02:29:00+00:00,hr,49
2024-03-01T02:29:34+00:00,spo2,93.7
2024-03-01T02:30:00+00:00,hrv,"RMSSD: 91.33, coverage: 1.003, hf: 2342.28 lf: 13339.49"
2024-03-01T02:30:00+00:00,hr,50
2024-03-01T02:30:34+00:00,spo2,93.7
2024-03-01T02:31:00+00:00,hr,47
2024-03-01T02:31:34+00:00,spo2,93.4
2024-03-01T02:32:00+00:00,hr,50
2024-03-01T02:32:34+00:00,spo2,93.5
2024-03-01T02:33:00+00:00,hr,48
2024-03-01T02:33:34+00:00,spo2,93.4
2024-03-01T02:34:00+00:00,hr,49
2024-03-01T02:34:34+00:00,spo2,93.8
2024-03-01T02:35:00+00:00,hrv,"RMSSD: 93.202, coverage: 0.985, hf: 1568.718 lf: 15850.156"
2024-03-01T02:35:00+00:00,hr,48
