time,data_type,value
2024-03-26T00:00:00+00:00,hr,106
2024-03-26T00:00:00+00:00,hrv,"RMSSD: 9.534, coverage: 0.815, hf: 21.787 lf: 102.044"
2024-03-26T00:00:00+00:00,sleep,"Duration: 22500000, efficiency: 43, start_time: 2024-03-25T23:14:30.000, minutes_asleep: 162, minutes_awake: 213, efficiency: 43"
2024-03-26T00:00:00+00:00,br,"Deep: 16.6, rem: 13.8, full: 15.4, light: 15.4"
2024-03-26T00:00:00+00:00,vo2,18-22
2024-03-26T00:01:00+00:00,hr,98
2024-03-26T00:02:00+00:00,hr,101
2024-03-26T00:03:00+00:00,hr,102
2024-03-26T00:04:00+00:00,hr,101
2024-03-26T00:05:00+00:00,hrv,"RMSSD: 10.608, coverage: 1.001, hf: 53.507 lf: 31.195"
2024-03-26T00:05:00+00:00,hr,100
2024-03-26T00:06:00+00:00,hr,101
2024-03-26T00:07:00+00:00,hr,101
2024-03-26T00:08:00+00:00,hr,101
2024-03-26T00:09:00+00:00,hr,101
2024-03-26T00:09:34+00:00,spo2,93.9
2024-03-26T00:10:00+00:00,hr,101
2024-03-26T00:10:00+00:00,hrv,"RMSSD: 10.255, coverage: 1.003, hf: 41.298 lf: 24.294"
2024-03-26T00:10:34+00:00,spo2,94.2
2024-03-26T00:11:00+00:00,hr,102
2024-03-26T00:11:34+00:00,spo2,94.5
2024-03-26T00:12:00+00:00,hr,101
2024-03-26T00:12:34+00:00,spo2,94.9
2024-03-26T00:13:00+00:00,hr,103
2024-03-26T00:13:34+00:00,spo2,95.1
2024-03-26T00:14:00+00:00,hr,103
2024-03-26T00:14:34+00:00,spo2,95
2024-03-26T00:15:00+00:00,hr,103
2024-03-26T00:15:00+00:00,hrv,"RMSSD: 9.642, coverage: 1.004, hf: 37.6 lf: 15.645"
2024-03-26T00:15:34+00:00,spo2,95
2024-03-26T00:16:00+00:00,hr,104
2024-03-26T00:16:34+00:00,spo2,95.1
2024-03-26T00:17:00+00:00,hr,103
2024-03-26T00:17:34+00:00,spo2,95.1
2024-03-26T00:18:00+00:00,hr,103
2024-03-26T00:18:34+00:00,spo2,95.1
2024-03-26T00:19:00+00:00,hr,105
2024-03-26T00:19:34+00:00,spo2,95.1
2024-03-26T00:20:00+00:00,hrv,"RMSSD: 9.312, coverage: 1.003, hf: 26.513 lf: 35.823"
2024-03-26T00:20:00+00:00,hr,106
2024-03-26T00:20:34+00:00,spo2,95
2024-03-26T00:21:00+00:00,hr,105
2024-03-26T00:21:34+00:00,spo2,94.7
2024-03-26T00:22:00+00:00,hr,105
2024-03-26T00:22:34+00:00,spo2,94.4
2024-03-26T00:23:00+00:00,hr,106
2024-03-26T00:23:34+00:00,spo2,94.4
2024-03-26T00:24:00+00:00,hr,106
2024-03-26T00:25:00+00:00,hrv,"RMSSD: 9.27, coverage: 0.727, hf: 20.666 lf: 49.244"
2024-03-26T00:25:00+00:00,hr,105
2024-03-26T00:25:34+00:00,spo2,94.3
2024-03-26T00:26:00+00:00,hr,103
2024-03-26T00:27:00+00:00,hr,103
2024-03-26T00:28:00+00:00,hr,105
2024-03-26T00:29:00+00:00,hr,105
2024-03-26T00:29:34+00:00,spo2,93.1
2024-03-26T00:30:00+00:00,hrv,"RMSSD: 8.82, coverage: 1.001, hf: 23.775 lf: 28.54"
2024-03-26T00:30:00+00:00,hr,99
2024-03-26T00:30:34+00:00,spo2,91.8
2024-03-26T00:31:00+00:00,hr,98
2024-03-26T00:31:34+00:00,spo2,91.6
2024-03-26T00:32:00+00:00,hr,97
2024-03-26T00:32:34+00:00,spo2,91.9
2024-03-26T00:33:00+00:00,hr,97
2024-03-26T00:33:34+00:00,spo2,92.1
2024-03-26T00:34:00+00:00,hr,98
2024-03-26T00:34:34+00:00,spo2,92.4
2024-03-26T00:35:00+00:00,hrv,"RMSSD: 9.347, coverage: 0.975, hf: 15.552 lf: 188.074"
2024-03-26T00:35:00+00:00,hr,97
2024-03-26T00:35:34+00:00,spo2,92.8
2024-03-26T00:36:00+00:00,hr,99
2024-03-26T00:36:34+00:00,spo2,91.9
2024-03-26T00:37:00+00:00,hr,97
2024-03-26T00:38:00+00:00,hr,99
2024-03-26T00:39:00+00:00,hr,101
2024-03-26T00:40:00+00:00,hr,103
