time,data_type,value
2024-02-16T00:53:00+00:00,steps,9
2024-02-16T00:54:00+00:00,steps,23
2024-02-16T01:48:00+00:00,steps,11
2024-02-16T01:49:00+00:00,steps,7
2024-02-16T01:50:00+00:00,steps,8
2024-02-16T04:39:00+00:00,steps,45
2024-02-16T04:40:00+00:00,steps,7
2024-02-16T05:09:00+00:00,steps,16
2024-02-16T07:11:00+00:00,steps,7
2024-02-16T08:02:00+00:00,steps,7
2024-02-16T08:03:00+00:00,steps,21
2024-02-16T08:04:00+00:00,steps,6
2024-02-16T08:05:00+00:00,steps,34
2024-02-16T08:10:00+00:00,steps,21
2024-02-16T08:21:00+00:00,steps,6
2024-02-16T08:29:00+00:00,steps,27
2024-02-16T09:39:00+00:00,steps,13
2024-02-16T09:40:00+00:00,steps,8
2024-02-16T09:41:00+00:00,steps,33
2024-02-16T09:42:00+00:00,steps,78
2024-02-16T09:43:00+00:00,steps,12
2024-02-16T09:44:00+00:00,steps,50
2024-02-16T09:45:00+00:00,steps,31
2024-02-16T09:46:00+00:00,steps,3
2024-02-16T10:01:00+00:00,steps,7
2024-02-16T10:03:00+00:00,steps,99
2024-02-16T10:04:00+00:00,steps,98
2024-02-16T10:05:00+00:00,steps,108
2024-02-16T10:06:00+00:00,steps,108
2024-02-16T10:07:00+00:00,steps,90
2024-02-16T10:08:00+00:00,steps,67
2024-02-16T10:09:00+00:00,steps,101
2024-02-16T10:10:00+00:00,steps,110
2024-02-16T10:11:00+00:00,steps,117
2024-02-16T10:12:00+00:00,steps,113
2024-02-16T10:13:00+00:00,steps,106
2024-02-16T10:14:00+00:00,steps,92
2024-02-16T10:15:00+00:00,steps,23
2024-02-16T10:16:00+00:00,steps,8
2024-02-16T10:17:00+00:00,steps,6
2024-02-16T10:25:00+00:00,steps,7
2024-02-16T10:40:00+00:00,steps,8
2024-02-16T10:54:00+00:00,steps,40
2024-02-16T10:55:00+00:00,steps,6
2024-02-16T10:56:00+00:00,steps,21
2024-02-16T11:04:00+00:00,steps,22
2024-02-16T11:09:00+00:00,steps,34
2024-02-16T11:10:00+00:00,steps,56
2024-02-16T11:11:00+00:00,steps,55
2024-02-16T11:12:00+00:00,steps,84
2024-02-16T11:13:00+00:00,steps,103
2024-02-16T11:14:00+00:00,steps,52
2024-02-16T11:15:00+00:00,steps,87
2024-02-16T11:16:00+00:00,steps,97
2024-02-16T11:17:00+00:00,steps,102
2024-02-16T11:18:00+00:00,steps,103
2024-02-16T11:19:00+00:00,steps,104
2024-02-16T11:20:00+00:00,steps,100
2024-02-16T11:21:00+00:00,steps,93
2024-02-16T11:22:00+00:00,steps,66
2024-02-16T11:23:00+00:00,steps,14
2024-02-16T11:24:00+00:00,steps,64
2024-02-16T11:25:00+00:00,steps,105
2024-02-16T11:26:00+00:00,steps,105
2024-02-16T11:27:00+00:00,steps,102
2024-02-16T11:28:00+00:00,steps,106
2024-02-16T11:29:00+00:00,steps,100
2024-02-16T11:30:00+00:00,steps,77
2024-02-16T11:31:00+00:00,steps,75
2024-02-16T11:32:00+00:00,steps,95
2024-02-16T11:33:00+00:00,steps,60
2024-02-16T11:34:00+00:00,steps,16
2024-02-16T11:36:00+00:00,steps,7
2024-02-16T11:54:00+00:00,steps,7
2024-02-16T12:35:00+00:00,steps,26
2024-02-16T13:00:00+00:00,steps,60
2024-02-16T13:01:00+00:00,steps,54
2024-02-16T13:02:00+00:00,steps,69
2024-02-16T13:03:00+00:00,steps,76
2024-02-16T13:04:00+00:00,steps,117
2024-02-16T13:05:00+00:00,steps,89
2024-02-16T13:06:00+00:00,steps,26
2024-02-16T13:07:00+00:00,steps,46
2024-02-16T13:08:00+00:00,steps,67
2024-02-16T13:09:00+00:00,steps,54
2024-02-16T13:10:00+00:00,steps,41
2024-02-16T13:19:00+00:00,steps,7
2024-02-16T13:26:00+00:00,steps,15
2024-02-16T13:29:00+00:00,steps,27
2024-02-16T13:30:00+00:00,steps,27
2024-02-16T13:36:00+00:00,steps,6
2024-02-16T13:39:00+00:00,steps,7
2024-02-16T13:45:00+00:00,steps,16
2024-02-16T13:47:00+00:00,steps,14
2024-02-16T13:48:00+00:00,steps,30
2024-02-16T13:52:00+00:00,steps,17
2024-02-16T13:53:00+00:00,steps,21
2024-02-16T14:00:00+00:00,steps,4
2024-02-16T14:01:00+00:00,steps,25
2024-02-16T14:02:00+00:00,steps,9
2024-02-16T14:03:00+00:00,steps,27
2024-02-16T14:04:00+00:00,steps,26
2024-02-16T14:06:00+00:00,steps,36
2024-02-16T14:07:00+00:00,steps,7
2024-02-16T14:08:00+00:00,steps,16
2024-02-16T14:10:00+00:00,steps,38
2024-02-16T14:14:00+00:00,steps,24
2024-02-16T14:16:00+00:00,steps,21
2024-02-16T14:19:00+00:00,steps,4
2024-02-16T14:20:00+00:00,steps,14
2024-02-16T14:29:00+00:00,steps,12
2024-02-16T14:30:00+00:00,steps,41
2024-02-16T14:31:00+00:00,steps,69
2024-02-16T14:32:00+00:00,steps,28
2024-02-16T14:33:00+00:00,steps,63
2024-02-16T14:34:00+00:00,steps,31
2024-02-16T14:35:00+00:00,steps,61
2024-02-16T14:36:00+00:00,steps,93
2024-02-16T14:37:00+00:00,steps,115
2024-02-16T14:38:00+00:00,steps,124
2024-02-16T14:39:00+00:00,steps,119
2024-02-16T14:40:00+00:00,steps,30
2024-02-16T14:43:00+00:00,steps,43
2024-02-16T14:44:00+00:00,steps,84
2024-02-16T14:45:00+00:00,steps,108
2024-02-16T14:46:00+00:00,steps,124
2024-02-16T14:47:00+00:00,steps,131
2024-02-16T14:48:00+00:00,steps,115
2024-02-16T14:49:00+00:00,steps,116
2024-02-16T14:50:00+00:00,steps,127
2024-02-16T14:51:00+00:00,steps,127
2024-02-16T14:52:00+00:00,steps,121
2024-02-16T14:53:00+00:00,steps,98
2024-02-16T14:54:00+00:00,steps,75
2024-02-16T14:55:00+00:00,steps,96
2024-02-16T14:56:00+00:00,steps,90
2024-02-16T14:57:00+00:00,steps,27
2024-02-16T14:58:00+00:00,steps,49
2024-02-16T14:59:00+00:00,steps,94
2024-02-16T15:00:00+00:00,steps,118
2024-02-16T15:01:00+00:00,steps,92
2024-02-16T15:02:00+00:00,steps,61
2024-02-16T15:03:00+00:00,steps,60
2024-02-16T15:04:00+00:00,steps,105
